tau_sat,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30
100.0,3.2,100.0,3.333e-05,2.0,0.5,-3.5253e-15,243.02,267.09,290.24,309.84,326.05,339.38,350.34,359.33,366.67,372.68,377.55,381.51,384.69,387.25,389.29,390.89,392.13,393.1,393.81,394.33,394.69,394.92,395.06,395.1,395.08,395.0,394.89,394.73,394.57
100.0,3.2,200.0,3.333e-05,2.0,0.5,-3.9659e-15,450.09,470.99,493.7,513.27,529.42,542.65,553.45,562.25,569.4,575.16,579.81,583.5,586.43,588.71,590.48,591.81,592.79,593.48,593.93,594.2,594.31,594.3,594.19,594.0,593.75,593.46,593.14,592.8,592.44
100.0,3.2,400.0,3.333e-05,2.0,0.5,-9.6945e-15,848.79,877.88,900.7,920.3,936.33,949.36,959.88,968.32,975.05,980.36,984.52,987.7,990.1,991.85,993.07,993.85,994.3,994.45,994.37,994.12,993.73,993.21,992.62,991.96,991.27,990.54,989.8,989.05,988.31
100.0,3.2,800.0,3.333e-05,2.0,0.5,-4.7591e-14,1528.2,1677.6,1713.4,1734.7,1750.9,1763.5,1773.5,1781.3,1787.2,1791.6,1794.7,1797.0,1798.3,1798.9,1799.1,1798.7,1798.2,1797.2,1796.0,1794.7,1793.2,1791.8,1790.1,1788.6,1786.9,1785.3,1783.7,1782.2,1780.6
100.0,6.4,50.0,3.333e-05,2.0,0.5,-1.322e-15,165.03,206.57,236.78,257.89,272.44,282.41,289.17,293.73,296.73,298.68,299.89,300.59,300.94,301.04,300.98,300.81,300.57,300.27,299.96,299.62,299.27,298.92,298.59,298.25,297.92,297.6,297.3,297.0,296.72
100.0,6.4,100.0,3.333e-05,2.0,0.5,-6.3896e-15,268.13,308.03,338.3,359.6,374.25,384.22,390.93,395.39,398.29,400.1,401.17,401.72,401.92,401.87,401.66,401.34,400.95,400.51,400.04,399.58,399.09,398.62,398.15,397.7,397.25,396.83,396.42,396.03,395.65
100.0,6.4,200.0,3.333e-05,2.0,0.5,-2.2914e-14,472.84,510.78,541.33,563.04,577.89,587.87,594.49,598.79,601.45,603.01,603.79,604.04,603.93,603.58,603.06,602.44,601.75,601.03,600.28,599.53,598.79,598.06,597.34,596.65,595.97,595.32,594.7,594.11,593.53
100.0,6.4,400.0,3.333e-05,2.0,0.5,0.0,866.61,915.05,947.28,969.96,985.26,995.35,1001.8,1005.8,1008.0,1009.0,1009.2,1008.9,1008.2,1007.2,1006.1,1004.9,1003.5,1002.3,1001.0,999.63,998.36,997.1,995.89,994.7,993.56,992.47,991.41,990.4,989.44
100.0,6.4,800.0,3.333e-05,2.0,0.5,8.8132e-15,1537.9,1707.9,1756.9,1783.6,1800.3,1810.8,1817.2,1820.5,1822.0,1822.0,1821.0,1819.5,1817.6,1815.4,1813.0,1810.6,1808.0,1805.6,1803.1,1800.6,1798.2,1795.9,1793.6,1791.5,1789.4,1787.4,1785.4,1783.5,1781.8
100.0,12.8,50.0,3.333e-05,2.0,0.5,-2.8643e-15,203.87,255.19,281.51,294.44,300.57,303.32,304.41,304.69,304.57,304.25,303.83,303.38,302.9,302.43,301.96,301.5,301.06,300.62,300.2,299.79,299.39,299.02,298.64,298.28,297.95,297.62,297.31,297.01,296.72
100.0,12.8,100.0,3.333e-05,2.0,0.5,6.6099e-16,305.72,356.58,383.38,396.59,402.77,405.46,406.43,406.55,406.25,405.76,405.17,404.55,403.92,403.28,402.65,402.04,401.45,400.86,400.3,399.75,399.22,398.71,398.22,397.74,397.28,396.85,396.43,396.04,395.65
100.0,12.8,200.0,3.333e-05,2.0,0.5,-3.5253e-15,507.6,559.05,587.06,600.9,607.22,609.79,610.51,610.32,609.7,608.86,607.93,606.96,606.0,605.03,604.08,603.17,602.26,601.38,600.54,599.71,598.92,598.15,597.4,596.69,596.0,595.35,594.72,594.11,593.54
