VSH_TAU_0,VSH_TAU_SAT,VSH_B,AI_N,AI_GAMMA0,VIHR_S0,VIHR_R,VIHR_D,GPL_N,GPL_ETA,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
500.0,1.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.36609699196252,1022.7,1190.4,1287.0,1350.8,1403.0,1434.6,1459.7,1478.4,1487.3,1495.4,1497.2,1494.7,1489.7,1477.5,1466.5,1445.5,1419.3,1388.0,1352.3,1312.5,1268.4,1200.9,1121.5,1011.7,888.27
500.0,1.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27247685086031,1004.2,1171.8,1243.0,1284.0,1305.6,1323.0,1336.2,1345.5,1350.9,1351.8,1347.2,1335.4,1315.0,1286.2,1251.3,1212.4,1170.3,1123.5,1036.2,898.72,781.27,657.66,560.98,486.11,423.85
500.0,1.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24140358382788,1004.7,1148.6,1202.7,1243.9,1264.4,1279.5,1289.7,1294.5,1294.6,1288.1,1269.2,1254.4,1217.1,1174.4,1128.8,1080.7,1027.0,922.94,817.63,709.41,612.59,520.01,458.07,404.03,363.1
500.0,1.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.22915068069598,976.22,1125.6,1196.6,1222.4,1241.9,1255.4,1262.8,1262.3,1257.8,1235.9,1218.2,1175.8,1128.9,1079.1,1030.3,984.32,939.6,856.02,763.06,662.64,571.29,483.78,426.47,377.41,338.07
500.0,500.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.365596353881,678.77,870.51,1017.4,1130.6,1237.2,1318.4,1415.3,1489.5,1561.0,1612.9,1679.7,1743.9,1790.2,1849.5,1892.1,1932.8,1971.6,2020.2,2054.0,2085.4,2114.0,2139.6,2161.7,2179.9,2193.3
500.0,500.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.38445364647304,1050.3,1214.1,1309.3,1373.2,1426.9,1460.9,1489.7,1513.5,1532.5,1546.9,1554.1,1561.1,1564.0,1563.8,1560.4,1553.6,1543.6,1530.6,1514.5,1495.4,1473.5,1439.7,1399.6,1352.0,1295.9
500.0,500.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.29683268366118,1032.4,1174.4,1263.2,1303.7,1325.8,1352.7,1366.9,1378.3,1387.0,1393.0,1396.0,1395.4,1390.8,1381.6,1359.4,1339.5,1315.7,1271.9,1214.4,1140.7,1032.8,913.08,805.33,716.36,630.03
500.0,500.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.25874930444851,1005.8,1151.0,1222.5,1262.5,1283.2,1299.8,1312.9,1322.5,1328.5,1330.2,1329.0,1321.8,1307.7,1287.2,1261.5,1230.1,1191.3,1113.0,1020.1,907.12,817.08,718.96,639.88,570.64,518.92
500.0,500.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24005792745558,1005.3,1148.4,1201.0,1240.4,1260.1,1275.3,1286.4,1293.1,1294.6,1292.8,1288.8,1274.3,1252.2,1224.4,1190.1,1145.9,1087.5,989.48,900.51,804.84,702.75,631.68,572.67,520.52,480.59
500.0,500.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.31163869039439,651.05,824.84,983.51,1107.6,1202.9,1318.0,1407.5,1495.1,1580.9,1665.3,1748.4,1830.2,1890.8,1970.7,2049.5,2107.8,2165.6,2241.5,2297.7,2353.1,2425.9,2479.4,2532.1,2583.8,2634.4
500.0,500.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.35183124515216,1032.1,1236.8,1347.9,1449.7,1525.9,1598.4,1650.7,1718.0,1766.8,1814.1,1860.0,1918.9,1961.3,2002.0,2028.2,2066.0,2101.7,2135.2,2166.2,2194.4,2219.4,2234.0,2252.6,2266.6,2275.5
500.0,500.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.35266419053421,1095.8,1260.8,1359.4,1430.6,1481.1,1545.4,1591.8,1636.8,1680.4,1722.7,1763.4,1802.5,1839.7,1863.3,1896.7,1927.0,1953.3,1974.1,1987.6,1991.5,1988.0,1971.9,1926.2,1864.6,1696.4
500.0,500.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33107674814692,1096.4,1235.9,1331.6,1383.3,1448.3,1495.0,1540.2,1569.6,1612.6,1654.2,1694.3,1720.0,1756.9,1791.4,1812.6,1840.8,1863.0,1873.0,1878.7,1870.1,1842.0,1783.9,1639.8,1424.0,1189.6
500.0,500.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3168442901337,1069.6,1232.5,1307.6,1358.7,1407.1,1453.7,1498.8,1542.5,1585.0,1612.5,1652.5,1678.1,1714.8,1737.7,1769.1,1795.2,1808.2,1818.6,1817.6,1799.4,1751.4,1654.9,1431.3,1208.7,1015.2
500.0,500.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.25577136374935,629.62,824.03,1005.5,1177.0,1313.7,1445.8,1548.5,1673.6,1771.6,1867.7,1962.3,2055.5,2147.4,2215.5,2305.3,2372.0,2438.0,2525.1,2589.8,2653.8,2717.1,2779.8,2821.2,2882.6,2943.2
500.0,500.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24167322441076,965.38,1248.8,1479.4,1643.2,1800.5,1927.2,2050.0,2145.6,2238.7,2329.2,2395.1,2459.3,2521.5,2581.5,2638.8,2675.3,2710.3,2759.4,2789.5,2816.8,2840.7,2860.2,2867.8,2877.6,2879.2
500.0,500.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2533263687789,1072.3,1344.9,1540.8,1726.6,1853.8,2000.5,2094.6,2185.3,2272.4,2334.7,2394.0,2449.7,2500.6,2531.0,2557.7,2578.8,2591.0,2587.3,2558.4,2504.5,2436.7,2366.0,2298.4,2235.0,2149.2
500.0,500.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24498167541494,1074.3,1345.9,1541.0,1699.9,1851.9,1973.2,2066.5,2156.0,2220.3,2301.1,2339.0,2391.5,2422.7,2460.1,2468.4,2471.4,2438.6,2364.0,2276.1,2190.7,2111.2,2011.5,1930.7,1855.1,1778.1
500.0,500.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.22625552132634,1074.9,1317.3,1513.5,1673.2,1800.7,1923.1,2017.3,2085.4,2172.3,2233.8,2291.4,2326.9,2359.2,2386.8,2405.5,2402.1,2346.2,2299.7,2199.6,2104.2,2016.4,1909.9,1815.6,1723.3,1628.0
500.0,1000.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.35498493166797,679.09,845.58,995.79,1111.7,1221.1,1324.9,1404.7,1481.7,1556.3,1628.6,1698.6,1749.7,1815.9,1864.0,1926.2,1971.3,2014.9,2057.0,2110.6,2148.8,2185.2,2219.5,2251.5,2281.1,2308.0
500.0,1000.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3902235752297,1051.6,1217.3,1332.4,1397.0,1452.8,1489.4,1521.9,1550.5,1575.4,1597.0,1615.3,1630.4,1638.9,1649.1,1656.6,1661.4,1663.6,1663.6,1661.4,1656.9,1650.4,1641.7,1626.7,1612.9,1590.5
500.0,1000.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.32452453861623,1060.1,1197.6,1284.2,1324.9,1358.7,1377.9,1402.8,1417.0,1429.4,1444.9,1453.0,1459.2,1464.3,1464.7,1462.5,1453.9,1444.6,1424.9,1396.6,1357.0,1304.2,1198.3,1094.9,979.07,885.24
500.0,1000.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.28378372351257,1034.2,1174.0,1242.8,1282.5,1304.1,1331.0,1345.9,1358.6,1369.3,1377.7,1383.5,1386.4,1385.7,1381.2,1372.7,1359.8,1341.8,1302.1,1243.6,1171.5,1053.7,957.64,871.59,789.63,718.53
500.0,1000.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.26238932545024,1033.7,1170.7,1220.9,1259.8,1280.5,1297.9,1312.5,1324.7,1334.4,1341.1,1344.4,1344.5,1341.3,1333.2,1319.9,1300.6,1256.4,1214.2,1138.1,1038.3,937.15,847.5,773.05,712.3,657.84
500.0,1000.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2726694180708,621.6,802.51,942.14,1074.9,1202.5,1301.9,1399.3,1495.1,1589.6,1683.0,1775.5,1867.3,1958.4,2026.4,2116.6,2206.5,2273.6,2362.7,2429.4,2517.9,2584.1,2650.1,2737.7,2803.2,2868.4
500.0,1000.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.28189932455912,980.35,1178.6,1330.5,1449.1,1540.3,1629.4,1716.8,1781.5,1866.7,1930.1,2013.8,2076.0,2137.8,2199.1,2259.9,2320.3,2380.1,2439.3,2498.0,2555.9,2613.1,2669.5,2724.9,2761.3,2814.9
500.0,1000.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.29708888867226,1049.5,1261.0,1377.3,1465.5,1551.3,1635.5,1697.8,1780.1,1841.2,1901.9,1982.0,2041.6,2100.7,2159.2,2217.1,2274.4,2331.0,2386.7,2441.6,2495.4,2547.9,2599.1,2648.4,2680.2,2725.6
500.0,1000.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.30379190320639,1079.5,1259.3,1372.4,1458.5,1542.6,1604.7,1686.7,1767.8,1828.1,1887.9,1966.8,2025.4,2083.5,2141.0,2197.7,2253.8,2308.9,2363.1,2416.1,2467.7,2517.4,2564.8,2609.0,2636.0,2671.4
500.0,1000.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.30756620415852,1079.6,1257.3,1368.7,1453.8,1537.1,1598.8,1680.2,1740.7,1820.5,1879.9,1958.2,2016.3,2073.8,2130.7,2186.8,2242.1,2296.5,2349.6,2401.4,2451.3,2498.7,2542.7,2581.4,2603.1,2626.3
500.0,1000.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.19769041743634,601.17,775.0,972.06,1128.7,1279.7,1425.8,1567.9,1706.5,1815.2,1922.4,2028.1,2132.7,2236.1,2338.7,2440.6,2516.6,2592.2,2692.7,2767.8,2842.7,2917.4,2992.0,3066.5,3140.9,3215.2
500.0,1000.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.12388256164526,760.64,1014.7,1249.1,1408.5,1562.7,1712.5,1858.7,2001.7,2114.2,2225.2,2334.8,2443.2,2550.5,2630.4,2736.1,2814.8,2893.1,2971.0,3048.6,3100.0,3176.9,3227.9,3304.2,3354.8,3405.2
500.0,1000.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.11942374054833,803.7,1091.1,1321.6,1478.7,1631.0,1779.3,1924.0,2065.8,2177.3,2287.3,2396.0,2503.5,2609.8,2688.8,2767.3,2845.2,2922.6,2999.4,3075.6,3126.1,3201.3,3251.0,3300.4,3349.4,3397.9
500.0,1000.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.11988407604226,804.55,1126.9,1355.3,1511.3,1662.7,1810.1,1954.0,2095.1,2206.0,2342.7,2450.4,2530.4,2636.1,2714.6,2818.3,2895.3,2946.3,3022.2,3097.4,3147.1,3196.3,3245.1,3293.4,3341.0,3387.9
500.0,1000.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.12096785342691,842.88,1161.2,1356.0,1542.6,1693.0,1839.6,1982.9,2123.3,2233.7,2342.7,2450.3,2556.6,2661.7,2739.7,2817.1,2893.8,2969.7,3044.9,3094.5,3143.6,3216.4,3264.1,3311.0,3334.1,3379.4
500.0,1500.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.34526530303915,649.51,846.51,997.71,1114.8,1225.5,1310.4,1412.6,1491.5,1568.3,1624.5,1697.8,1769.2,1821.6,1889.9,1939.8,2004.8,2052.3,2098.6,2143.6,2201.8,2243.8,2284.3,2323.2,2360.5,2395.9
500.0,1500.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.38866487564878,1052.8,1220.3,1338.3,1405.8,1465.6,1506.0,1554.5,1587.3,1617.4,1644.8,1669.9,1685.2,1706.5,1725.5,1742.4,1757.3,1770.1,1780.8,1789.6,1796.4,1801.5,1804.7,1806.2,1805.5,1802.9
500.0,1500.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.35076827617379,1087.1,1220.4,1305.5,1346.9,1382.8,1414.2,1442.3,1459.4,1482.9,1497.2,1516.7,1528.3,1543.4,1551.7,1561.4,1565.7,1568.8,1567.2,1560.3,1546.9,1525.0,1479.5,1398.2,1306.3,1190.5
500.0,1500.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3114045873399,1061.9,1196.4,1263.3,1303.3,1336.7,1356.4,1382.9,1398.9,1413.7,1427.3,1445.1,1455.2,1463.5,1469.9,1475.3,1475.6,1472.8,1461.2,1437.5,1398.0,1323.6,1241.7,1132.7,1036.3,947.35
500.0,1500.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.28934284826682,1035.0,1173.8,1241.0,1280.1,1312.2,1330.8,1347.8,1363.4,1377.7,1390.6,1401.9,1411.4,1418.8,1423.7,1425.5,1422.2,1414.0,1389.6,1346.6,1287.2,1201.7,1090.9,1007.2,925.87,859.41
500.0,1500.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24662703651003,590.46,777.61,922.59,1061.0,1168.2,1298.9,1401.4,1502.5,1602.3,1701.3,1799.5,1897.0,1969.9,2066.8,2163.3,2259.7,2331.8,2427.9,2500.0,2596.0,2668.1,2764.1,2836.2,2932.3,3004.4
500.0,1500.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.23281222234346,921.92,1133.9,1298.0,1427.2,1527.4,1625.7,1722.7,1794.8,1890.2,1961.4,2055.9,2126.6,2220.6,2290.9,2361.1,2431.1,2501.1,2571.0,2664.1,2733.7,2780.1,2849.6,2918.9,2988.1,3057.1
500.0,1500.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24081686733164,994.85,1225.2,1354.1,1452.8,1549.4,1644.6,1715.4,1809.2,1879.3,1972.3,2041.8,2134.2,2203.3,2272.3,2341.2,2409.9,2501.4,2569.7,2638.0,2706.0,2773.8,2841.4,2886.3,2953.4,3020.1
500.0,1500.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24460577426757,1027.6,1225.4,1352.2,1449.6,1545.1,1639.4,1709.7,1802.9,1872.5,1964.9,2034.0,2125.8,2194.5,2263.0,2331.4,2422.3,2490.2,2558.0,2625.6,2692.9,2760.0,2826.7,2871.0,2937.1,3002.7
500.0,1500.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24683543560367,1027.9,1224.8,1350.4,1447.1,1542.1,1636.1,1706.2,1799.1,1868.4,1960.5,2029.4,2120.9,2189.3,2257.6,2325.7,2416.2,2483.8,2551.3,2618.5,2685.4,2752.0,2818.3,2862.2,2927.7,2992.5
500.0,1500.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.16497578825659,568.07,749.42,921.57,1086.7,1245.8,1399.9,1549.8,1696.1,1810.9,1924.0,2063.3,2173.5,2282.6,2363.8,2471.6,2578.7,2658.7,2765.0,2844.6,2950.6,3029.9,3109.3,3188.6,3268.0,3347.5
500.0,1500.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.086178829429804,603.08,879.15,1095.7,1267.0,1432.2,1560.7,1717.4,1840.1,1990.6,2108.9,2225.7,2341.2,2455.4,2568.6,2652.9,2764.6,2847.8,2958.4,3040.9,3123.2,3232.6,3314.5,3369.0,3450.6,3532.1
500.0,1500.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.078059173290999,605.14,922.45,1137.6,1307.9,1472.1,1600.0,1756.1,1878.3,1998.5,2117.0,2233.8,2349.2,2463.4,2576.5,2688.6,2772.2,2883.0,2965.6,3048.0,3157.3,3239.0,3320.5,3401.8,3455.9,3536.9
500.0,1500.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.075781719027924,605.24,960.86,1139.4,1309.7,1474.0,1601.9,1757.9,1880.2,2030.1,2148.1,2264.5,2379.5,2493.3,2577.9,2690.0,2801.2,2884.1,2966.6,3076.1,3157.9,3239.4,3320.7,3401.7,3455.6,3536.4
500.0,1500.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.07477724235037,605.2,961.41,1174.8,1343.7,1474.7,1634.1,1758.7,1880.9,2030.8,2148.7,2265.1,2380.1,2493.8,2606.5,2690.4,2801.5,2884.3,2994.1,3076.1,3157.8,3239.2,3320.3,3401.2,3455.1,3535.6
500.0,2000.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33641879181881,649.75,847.42,999.58,1117.7,1207.8,1316.0,1399.5,1480.7,1559.9,1637.3,1713.0,1768.7,1841.7,1895.4,1965.7,2017.5,2085.2,2134.9,2183.7,2231.5,2293.6,2338.9,2383.1,2426.0,2467.5
500.0,2000.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.38306914326606,1054.0,1223.2,1343.8,1414.0,1477.4,1521.0,1574.7,1612.1,1647.3,1680.4,1711.6,1741.0,1768.8,1794.9,1819.3,1834.7,1856.5,1876.7,1895.2,1912.1,1927.2,1940.7,1952.5,1965.7,1973.7
500.0,2000.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37083874210249,1088.6,1243.1,1312.0,1369.8,1407.9,1442.6,1474.8,1505.0,1533.4,1551.5,1577.3,1601.5,1624.0,1638.0,1657.2,1674.2,1688.4,1699.6,1707.4,1711.0,1709.7,1698.3,1680.2,1628.9,1554.4
500.0,2000.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33848702956082,1088.8,1218.5,1284.2,1325.0,1360.8,1393.3,1423.5,1442.6,1469.9,1487.1,1503.6,1526.9,1541.2,1560.7,1572.2,1586.8,1597.5,1601.9,1603.4,1596.0,1567.1,1513.2,1443.2,1337.9,1224.1
500.0,2000.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3175631860917,1062.7,1195.9,1261.4,1301.2,1335.9,1357.1,1386.9,1405.7,1432.6,1449.5,1465.6,1480.7,1501.4,1513.7,1524.5,1537.3,1543.0,1545.7,1538.0,1515.8,1476.6,1386.1,1295.8,1192.4,1096.6
500.0,2000.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.22761947467378,591.43,750.72,900.25,1043.3,1154.3,1262.9,1396.2,1501.1,1604.9,1707.7,1809.9,1911.5,2012.6,2088.3,2188.9,2289.5,2389.9,2465.3,2565.8,2641.2,2741.9,2842.8,2918.6,3019.9,3096.0
500.0,2000.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.19971498024758,892.01,1112.2,1256.1,1393.2,1499.7,1604.3,1707.5,1809.7,1885.9,1987.1,2062.7,2163.3,2238.6,2313.8,2414.1,2489.3,2564.5,2664.8,2740.2,2815.6,2891.1,2966.7,3042.4,3118.2,3194.1
500.0,2000.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.20282096283046,966.95,1180.0,1318.2,1424.3,1528.0,1630.3,1731.7,1807.2,1907.6,1982.6,2082.3,2157.0,2256.5,2331.0,2405.5,2480.0,2579.4,2654.0,2728.6,2803.3,2878.0,2952.8,3027.7,3102.7,3177.7
500.0,2000.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.20462666215218,968.65,1209.4,1318.1,1449.0,1526.1,1627.8,1728.7,1804.0,1904.0,1978.8,2078.2,2152.7,2251.8,2326.1,2400.4,2499.4,2573.7,2648.0,2722.3,2796.7,2871.1,2945.6,3020.1,3094.6,3169.2
500.0,2000.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.20576373024805,1001.5,1209.3,1343.7,1447.6,1550.0,1626.0,1726.8,1801.9,1901.8,1976.4,2075.7,2150.0,2249.0,2323.1,2397.3,2496.1,2570.2,2644.3,2718.5,2792.7,2866.9,2941.2,3015.5,3089.9,3164.2
500.0,2000.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.14397754980166,531.7,719.49,896.99,1067.3,1231.4,1390.4,1514.4,1666.0,1785.0,1931.1,2046.3,2160.3,2273.1,2385.0,2496.1,2606.6,2716.6,2798.8,2908.2,2990.1,3072.0,3181.1,3262.9,3344.9,3426.9
500.0,2000.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.069087322671741,515.71,806.93,995.73,1175.1,1313.4,1481.0,1611.5,1770.9,1895.8,2018.7,2139.8,2259.4,2377.5,2494.5,2610.3,2725.3,2839.4,2924.6,3037.5,3150.0,3234.0,3317.9,3429.4,3512.9,3596.2
500.0,2000.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.061475525623939,516.52,811.95,1038.7,1216.8,1354.2,1488.0,1650.9,1778.3,1903.3,2026.3,2147.5,2267.1,2385.3,2502.2,2618.0,2732.9,2846.9,2931.9,3044.7,3128.9,3240.8,3324.4,3435.6,3518.8,3601.8
500.0,2000.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.059200150387567,463.16,812.94,1040.3,1218.5,1355.9,1522.7,1652.7,1780.0,1905.1,2028.1,2149.2,2268.8,2386.9,2503.8,2619.6,2734.4,2848.3,2933.2,3045.9,3158.0,3241.8,3325.3,3436.3,3519.4,3602.3
500.0,2000.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.058134866078592,463.08,813.25,1041.0,1219.2,1356.7,1523.4,1653.4,1780.8,1905.8,2028.8,2149.9,2269.5,2387.6,2504.4,2620.2,2734.9,2848.8,2933.7,3046.3,3158.4,3242.1,3325.5,3436.4,3519.4,3602.2
