tau_sat,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30
100.0,0.1,100.0,3.333e-05,2.0,0.5,4.4066e-16,421.32,415.86,417.42,420.09,422.82,425.55,428.26,430.96,433.65,436.33,439.01,441.67,444.32,446.96,449.59,452.21,454.82,457.42,460.01,462.58,465.15,467.7,470.24,472.76,475.28,477.78,480.28,482.76,485.22
100.0,0.1,200.0,3.333e-05,2.0,0.5,-7.9319e-15,823.28,825.54,827.37,830.37,833.44,836.51,839.57,842.62,845.65,848.68,851.7,854.7,857.7,860.68,863.64,866.6,869.55,872.48,875.4,878.31,881.19,884.08,886.94,889.79,892.62,895.43,898.23,901.03,903.79
100.0,0.1,400.0,3.333e-05,2.0,0.5,-4.0541e-14,1507.8,1630.7,1645.2,1650.1,1654.1,1657.9,1661.5,1665.4,1669.0,1672.7,1676.4,1680.2,1683.8,1687.5,1691.1,1694.7,1698.3,1702.0,1705.5,1709.1,1712.6,1716.2,1719.6,1723.2,1726.6,1730.1,1733.4,1736.9,1740.2
100.0,0.1,800.0,3.333e-05,2.0,0.5,-1.7626e-15,2380.6,3039.9,3217.1,3268.8,3287.1,3296.1,3302.5,3308.0,3313.2,3318.4,3323.4,3328.5,3333.5,3338.5,3343.4,3348.4,3353.3,3358.2,3363.1,3368.0,3372.8,3377.6,3382.3,3387.1,3391.8,3396.4,3401.1,3405.7,3410.3
100.0,0.2,50.0,3.333e-05,2.0,0.5,-4.6269e-15,214.75,214.95,219.2,224.01,228.82,233.59,238.31,242.98,247.61,252.19,256.74,261.23,265.7,270.1,274.47,278.81,283.09,287.33,291.53,295.7,299.82,303.9,307.94,311.94,315.9,319.82,323.7,327.53,331.33
100.0,0.2,100.0,3.333e-05,2.0,0.5,-3.9659e-15,423.23,420.14,424.03,429.0,433.98,438.93,443.81,448.67,453.47,458.24,462.96,467.62,472.26,476.85,481.39,485.89,490.35,494.76,499.13,503.47,507.75,512.0,516.2,520.36,524.49,528.56,532.6,536.6,540.55
100.0,0.2,200.0,3.333e-05,2.0,0.5,-5.2879e-15,824.7,829.35,833.51,838.81,844.15,849.44,854.69,859.89,865.04,870.16,875.23,880.25,885.23,890.16,895.05,899.89,904.69,909.44,914.15,918.82,923.44,928.02,932.55,937.03,941.48,945.88,950.23,954.53,958.81
100.0,0.2,400.0,3.333e-05,2.0,0.5,1.7626e-15,1508.5,1633.6,1650.3,1657.6,1663.9,1669.9,1675.8,1681.7,1687.6,1693.4,1699.2,1704.9,1710.5,1716.1,1721.7,1727.3,1732.7,1738.1,1743.6,1748.8,1754.1,1759.4,1764.6,1769.7,1774.8,1779.8,1784.8,1789.7,1794.6
100.0,0.2,800.0,3.333e-05,2.0,0.5,5.2879e-15,2380.8,3041.3,3220.5,3274.4,3295.0,3306.4,3314.9,3322.7,3330.1,3337.3,3344.5,3351.5,3358.6,3365.6,3372.4,3379.4,3386.1,3392.9,3399.6,3406.2,3412.9,3419.3,3425.8,3432.2,3438.6,3444.9,3451.1,3457.3,3463.4
100.0,0.4,50.0,3.333e-05,2.0,0.5,2.2033e-16,218.99,223.8,232.47,241.58,250.52,259.28,267.86,276.25,284.48,292.53,300.41,308.13,315.68,323.08,330.33,337.41,344.36,351.15,357.81,364.32,370.7,376.93,383.04,389.03,394.88,400.61,406.22,411.71,417.08
100.0,0.4,100.0,3.333e-05,2.0,0.5,3.5253e-15,426.97,428.52,436.87,446.12,455.27,464.22,472.98,481.57,489.97,498.22,506.29,514.19,521.93,529.52,536.94,544.22,551.34,558.32,565.15,571.84,578.39,584.81,591.09,597.24,603.27,609.17,614.94,620.6,626.13
100.0,0.4,200.0,3.333e-05,2.0,0.5,-1.9389e-14,827.52,836.81,845.45,855.08,864.6,873.93,883.07,892.04,900.83,909.44,917.88,926.16,934.27,942.22,950.01,957.65,965.14,972.48,979.67,986.71,993.61,1000.3,1007.0,1013.5,1019.9,1026.1,1032.2,1038.1,1044.0
100.0,0.4,400.0,3.333e-05,2.0,0.5,-2.644e-14,1510.0,1639.1,1660.4,1672.2,1682.6,1692.7,1702.6,1712.4,1721.9,1731.2,1740.4,1749.4,1758.3,1767.0,1775.5,1783.8,1792.1,1800.1,1808.0,1815.7,1823.3,1830.8,1838.2,1845.3,1852.3,1859.2,1866.0,1872.7,1879.1
100.0,0.4,800.0,3.333e-05,2.0,0.5,5.2879e-15,2381.1,3044.0,3227.1,3285.4,3310.3,3325.9,3338.6,3350.1,3361.3,3372.2,3382.9,3393.4,3403.8,3413.8,3423.8,3433.6,3443.2,3452.7,3462.0,3471.1,3480.1,3489.0,3497.6,3506.1,3514.5,3522.7,3530.8,3538.8,3546.5
100.0,0.8,50.0,3.333e-05,2.0,0.5,2.2033e-16,227.26,240.74,257.47,274.07,289.99,305.22,319.8,333.74,347.08,359.84,372.06,383.74,394.93,405.63,415.88,425.68,435.06,444.05,452.64,460.86,468.74,476.28,483.49,490.41,497.02,503.35,509.42,515.22,520.79
100.0,0.8,100.0,3.333e-05,2.0,0.5,5.7286e-15,434.3,444.61,461.08,477.89,494.06,509.52,524.33,538.5,552.08,565.07,577.51,589.41,600.82,611.74,622.19,632.21,641.8,650.98,659.78,668.21,676.28,684.02,691.42,698.52,705.32,711.83,718.08,724.07,729.8
100.0,0.8,200.0,3.333e-05,2.0,0.5,-3.5253e-15,833.03,851.18,868.07,885.35,902.0,917.95,933.23,947.86,961.9,975.35,988.23,1000.6,1012.4,1023.8,1034.7,1045.1,1055.1,1064.7,1073.8,1082.7,1091.2,1099.3,1107.1,1114.5,1121.7,1128.6,1135.2,1141.6,1147.7
100.0,0.8,400.0,3.333e-05,2.0,0.5,-1.4101e-14,1512.8,1650.0,1679.8,1699.4,1717.2,1734.1,1750.3,1765.9,1780.8,1795.2,1809.0,1822.2,1834.9,1847.2,1858.9,1870.2,1881.0,1891.4,1901.4,1911.0,1920.3,1929.2,1937.7,1945.9,1953.9,1961.4,1968.8,1975.8,1982.6
100.0,0.8,800.0,3.333e-05,2.0,0.5,1.2338e-14,2381.9,3049.4,3239.9,3306.2,3338.9,3361.7,3381.0,3398.9,3415.9,3432.1,3447.7,3462.7,3477.1,3491.1,3504.6,3517.5,3529.9,3541.9,3553.5,3564.8,3575.6,3586.0,3596.0,3605.8,3615.2,3624.2,3633.0,3641.4,3649.6
100.0,1.6,50.0,3.333e-05,2.0,0.5,-4.6269e-15,243.0,271.91,301.97,330.0,355.68,379.16,400.62,420.25,438.21,454.62,469.64,483.39,495.96,507.47,518.02,527.67,536.5,544.61,552.04,558.85,565.1,570.84,576.12,580.96,585.42,589.52,593.3,596.78,599.99
100.0,1.6,100.0,3.333e-05,2.0,0.5,1.322e-15,448.3,474.33,504.32,532.75,558.82,582.68,604.51,624.49,642.77,659.51,674.84,688.87,701.73,713.51,724.31,734.22,743.3,751.64,759.3,766.33,772.8,778.75,784.23,789.27,793.93,798.22,802.18,805.85,809.23
100.0,1.6,200.0,3.333e-05,2.0,0.5,-8.8132e-15,843.63,877.92,908.73,937.99,964.88,989.52,1012.1,1032.7,1051.7,1069.1,1085.0,1099.6,1113.1,1125.3,1136.7,1147.1,1156.7,1165.5,1173.6,1181.1,1188.0,1194.4,1200.3,1205.8,1210.8,1215.4,1219.7,1223.8,1227.5
100.0,1.6,400.0,3.333e-05,2.0,0.5,-3.5253e-15,1518.3,1670.4,1714.9,1747.4,1776.0,1802.3,1826.3,1848.5,1868.7,1887.4,1904.6,1920.4,1935.0,1948.3,1960.8,1972.2,1982.7,1992.5,2001.5,2009.9,2017.7,2024.9,2031.6,2037.8,2043.6,2049.1,2054.2,2059.0,2063.4
100.0,1.6,800.0,3.333e-05,2.0,0.5,-2.644e-14,2383.4,3059.7,3263.6,3343.7,3388.7,3422.2,3450.6,3476.1,3499.4,3520.7,3540.4,3558.7,3575.5,3591.2,3605.7,3619.2,3631.8,3643.4,3654.3,3664.6,3674.0,3683.0,3691.3,3699.2,3706.5,3713.5,3720.1,3726.3,3732.1
100.0,3.2,50.0,3.333e-05,2.0,0.5,-5.0676e-15,271.65,325.15,373.23,414.0,448.19,476.8,500.75,520.8,537.59,551.66,563.46,573.37,581.71,588.74,594.69,599.71,603.99,607.63,610.74,613.42,615.73,617.74,619.5,621.03,622.4,623.61,624.7,625.67,626.57
100.0,3.2,100.0,3.333e-05,2.0,0.5,-1.322e-15,473.95,525.4,574.0,615.65,650.62,679.92,704.48,725.05,742.33,756.81,769.0,779.25,787.91,795.23,801.44,806.71,811.22,815.09,818.42,821.3,823.81,826.01,827.94,829.66,831.2,832.58,833.83,834.98,836.02
100.0,3.2,200.0,3.333e-05,2.0,0.5,-2.1152e-14,863.32,924.43,975.1,1018.6,1055.2,1085.8,1111.6,1133.3,1151.5,1166.9,1179.9,1190.8,1200.1,1208.0,1214.7,1220.6,1225.5,1229.9,1233.6,1236.9,1239.8,1242.4,1244.7,1246.7,1248.6,1250.3,1251.9,1253.4,1254.8
