tau_s,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
500,0.1,400,3.33e-05,3,5583457.4847,0.0038439,0.0071407,0.013792,0.013792,0.020487,0.020487,0.027233,0.027233,0.034039,0.034039,0.040932,0.040932,0.04787,0.051374,0.054906,0.058472,0.062082,0.065751,0.069537,0.073377,0.077325,0.081466,0.086077,0.091013,0.097209
1000,0.1,400,3.33e-05,4,36000000.0,0.0022745,0.0039785,0.0039785,0.0073828,0.0073828,0.0073828,0.0073828,0.014198,0.014198,0.014198,0.014198,0.014198,0.014198,0.024349,0.024349,0.024349,0.024349,0.024349,0.029463,0.029463,0.029463,0.034745,0.034745,0.034745,0.037135
2000,0.1,500,3.33e-05,1,100663.2959,0.010888,0.021123,0.041373,0.0514,0.06137,0.071286,0.081154,0.10076,0.1105,0.12021,0.12988,0.13951,0.15869,0.16823,0.17773,0.18721,0.19665,0.21531,0.2246,0.23385,0.25204,0.25204,0.26982,0.26982,0.28712
1500,0.1,400,3.33e-05,4,36000000.0,0.0022711,0.003965,0.003965,0.0073296,0.0073296,0.0073296,0.0073296,0.013988,0.013988,0.013988,0.013988,0.018775,0.018775,0.018775,0.023523,0.023523,0.023523,0.023523,0.028238,0.028238,0.028238,0.032935,0.032935,0.032935,0.035042
1000,0.1,400,3.33e-05,5,36000000.0,0.00066198,0.0007867,0.0007867,0.0010216,0.0010216,0.0010216,0.0010216,0.0014783,0.0014783,0.0014783,0.0014783,0.0014783,0.0014783,0.0021365,0.0021365,0.0021365,0.0021365,0.0021365,0.0021365,0.0027923,0.0027923,0.0027923,0.0027923,0.0027923,0.00294
1,0.1,400,3.33e-05,4,36000000.0,0.0022815,0.004006,0.004006,0.0074935,0.0074935,0.011014,0.011014,0.011014,0.014571,0.014571,0.018165,0.018165,0.018165,0.021798,0.021798,0.025473,0.025473,0.029192,0.029192,0.029192,0.032958,0.032958,0.036775,0.036775,0.038605
1000,0.1,500,3.33e-05,1,90596.9663,0.01094,0.021328,0.031713,0.042098,0.062935,0.062935,0.083773,0.094209,0.10466,0.11511,0.12556,0.136,0.14641,0.15676,0.16705,0.17725,0.18735,0.19736,0.2169,0.22655,0.23617,0.23617,0.25542,0.26516,0.275
1500,0.1,400,3.33e-05,5,36000000.0,0.00066195,0.0007866,0.0007866,0.0010212,0.0010212,0.0010212,0.0010212,0.001477,0.001477,0.001477,0.001477,0.001477,0.001477,0.0021329,0.0021329,0.0021329,0.0021329,0.0021329,0.0021329,0.0027854,0.0027854,0.0027854,0.0027854,0.0027854,0.0029323
2000,0.1,500,3.33e-05,2,1798517.5551,0.0087116,0.016774,0.032734,0.04064,0.056367,0.064236,0.07614,0.084086,0.096065,0.10815,0.11629,0.1286,0.13683,0.15351,0.16171,0.17385,0.18588,0.19387,0.20591,0.21805,0.22632,0.23462,0.25113,0.25936,0.27168
500,0.1,400,3.33e-05,4,36000000.0,0.002278,0.0039922,0.0039922,0.0074374,0.0074374,0.0074374,0.0074374,0.014423,0.014423,0.014423,0.014423,0.019538,0.019538,0.019538,0.024737,0.024737,0.024737,0.027345,0.027345,0.029974,0.032628,0.032628,0.035313,0.035313,0.037765
1500,0.1,500,3.33e-05,1,90596.9663,0.010914,0.021224,0.031494,0.041729,0.051932,0.062108,0.082394,0.09251,0.10261,0.1127,0.12278,0.13284,0.1429,0.15294,0.16297,0.17298,0.18298,0.19297,0.20295,0.22271,0.23255,0.24234,0.24234,0.26157,0.27109
1,0.1,400,3.33e-05,5,36000000.0,0.00066204,0.00078689,0.00078689,0.0010223,0.0010223,0.0010223,0.0010223,0.0014809,0.0014809,0.0014809,0.0014809,0.0014809,0.0014809,0.0021438,0.0021438,0.0021438,0.0021438,0.0021438,0.0021438,0.0028063,0.0028063,0.0028063,0.0028063,0.0028063,0.0029556
1,0.1,500,3.33e-05,1,63753.4207,0.010993,0.021542,0.021542,0.032169,0.042878,0.053674,0.053674,0.064562,0.075545,0.08663,0.08663,0.09782,0.10912,0.12054,0.12054,0.13207,0.14373,0.15553,0.15553,0.16747,0.17957,0.19181,0.19181,0.20417,0.21661
500,0.1,400,3.33e-05,5,36000000.0,0.00066201,0.0007868,0.0007868,0.0010219,0.0010219,0.0010219,0.0010219,0.0014796,0.0014796,0.0014796,0.0014796,0.0014796,0.0014796,0.0021401,0.0021401,0.0021401,0.0021401,0.0021401,0.0021401,0.0027993,0.0027993,0.0027993,0.0027993,0.0027993,0.0029478
1000,0.1,500,3.33e-05,2,885837.0047,0.0046629,0.0087726,0.017015,0.025267,0.025267,0.033535,0.041823,0.041823,0.050138,0.058489,0.058489,0.066891,0.075385,0.075385,0.083921,0.088219,0.092542,0.10128,0.1057,0.11018,0.11946,0.12421,0.13172,0.13932,0.14439
500,0.1,500,3.33e-05,1,76336.3327,0.010966,0.021434,0.031938,0.042481,0.053068,0.053068,0.063701,0.074385,0.085123,0.095916,0.10677,0.11768,0.12865,0.13969,0.15079,0.16195,0.16195,0.17317,0.18445,0.19579,0.20718,0.21862,0.23008,0.24156,0.25016
1500,0.1,500,3.33e-05,2,905969.6639,0.0046552,0.0087419,0.016893,0.025009,0.025009,0.033098,0.041163,0.041163,0.04921,0.057247,0.057247,0.065281,0.073324,0.073324,0.081402,0.089591,0.093695,0.097818,0.10614,0.11036,0.11464,0.12352,0.1282,0.13295,0.14121
1,0.1,500,3.33e-05,2,721420.2879,0.0046785,0.0088354,0.017269,0.017269,0.025813,0.025813,0.034474,0.034474,0.043264,0.043264,0.0522,0.0522,0.061346,0.065962,0.070634,0.075375,0.082646,0.087571,0.092584,0.097702,0.10295,0.10836,0.11397,0.12272,0.1279
1000,0.1,500,3.33e-05,3,13529146.9823,0.003917,0.0072761,0.014019,0.020773,0.020773,0.027544,0.027544,0.034341,0.041184,0.044607,0.04804,0.051486,0.054946,0.06192,0.065442,0.068995,0.072592,0.078101,0.083694,0.087495,0.093351,0.097406,0.10387,0.10855,0.11587
2000,0.1,500,3.33e-05,3,10737418.2399,0.0039016,0.0072153,0.013779,0.013779,0.013779,0.026948,0.026948,0.026948,0.033513,0.033513,0.040236,0.040236,0.043602,0.046987,0.0504,0.053851,0.057359,0.060954,0.064711,0.068469,0.072237,0.076244,0.080211,0.084319,0.088498
500,0.1,500,3.33e-05,2,778462.8223,0.0046707,0.0088038,0.01714,0.01714,0.025535,0.025535,0.033993,0.042522,0.042522,0.051132,0.051132,0.059838,0.068705,0.068705,0.073166,0.082215,0.086823,0.091524,0.096265,0.10107,0.10842,0.11342,0.12142,0.12691,0.13254
1500,0.1,500,3.33e-05,3,12428561.6127,0.0039093,0.0072455,0.013897,0.013897,0.013897,0.027372,0.027372,0.034113,0.034113,0.04097,0.044401,0.047847,0.051313,0.054802,0.058322,0.065489,0.069163,0.072933,0.076861,0.080812,0.084806,0.091451,0.095946,0.10276,0.10699
1,0.1,500,3.33e-05,3,8697308.7743,0.0039326,0.0073389,0.0073389,0.014275,0.014275,0.014275,0.021323,0.021323,0.028499,0.028499,0.028499,0.035856,0.03957,0.03957,0.043338,0.047176,0.051132,0.053129,0.057203,0.059293,0.063675,0.067122,0.072037,0.07622,0.081323
2000,0.1,500,3.33e-05,4,36000000.0,0.0012634,0.0019631,0.0019631,0.0033517,0.0033517,0.0033517,0.0033517,0.0061091,0.0061091,0.0061091,0.0061091,0.0061091,0.0061091,0.010084,0.010084,0.010084,0.010084,0.010084,0.010084,0.014017,0.014017,0.014017,0.014017,0.014017,0.014899
500,0.1,500,3.33e-05,3,12025908.4287,0.0039248,0.0073072,0.014145,0.014145,0.021042,0.021042,0.028007,0.028007,0.035056,0.038592,0.042149,0.045729,0.052967,0.05663,0.060329,0.064071,0.067869,0.071755,0.07767,0.081712,0.085868,0.09022,0.09616,0.10275,0.10847
1000,0.1,500,3.33e-05,4,36000000.0,0.0012644,0.0019669,0.0019669,0.0033663,0.0033663,0.0033663,0.0033663,0.0061665,0.0061665,0.0061665,0.0061665,0.0061665,0.0061665,0.010247,0.010247,0.010247,0.010247,0.010247,0.010247,0.014329,0.014329,0.014329,0.014329,0.014329,0.015246
2000,0.1,500,3.33e-05,5,618.11669999995,0.00050971,0.00050971,0.00050971,0.00050971,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050973,0.00050974,0.00050974,0.00050974,0.00050974,0.00050974
1000,0.1,500,3.33e-05,5,182.3615,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972
1500,0.1,500,3.33e-05,4,36000000.0,0.0012639,0.001965,0.001965,0.003359,0.003359,0.003359,0.003359,0.0061375,0.0061375,0.0061375,0.0061375,0.0061375,0.0061375,0.010164,0.010164,0.010164,0.010164,0.010164,0.010164,0.01417,0.01417,0.01417,0.01417,0.01417,0.015069
1,0.1,500,3.33e-05,4,36000000.0,0.0012653,0.0019706,0.0019706,0.0033812,0.0033812,0.0033812,0.0033812,0.0062261,0.0062261,0.0062261,0.0062261,0.0062261,0.0062261,0.010421,0.010421,0.010421,0.010421,0.010421,0.010421,0.014666,0.014666,0.014666,0.014666,0.014666,0.015622
1500,0.1,500,3.33e-05,5,78.668700000001,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971
1,0.1,500,3.33e-05,5,299.80389999998,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972,0.00050972
500,0.1,500,3.33e-05,4,36000000.0,0.0012649,0.0019687,0.0019687,0.0033737,0.0033737,0.0033737,0.0033737,0.0061961,0.0061961,0.0061961,0.0061961,0.0061961,0.0061961,0.010333,0.010333,0.010333,0.010333,0.010333,0.010333,0.014494,0.014494,0.014494,0.014494,0.014494,0.01543
500,0.1,500,3.33e-05,5,60.108600000001,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971
500,1,100,3.33e-05,1,38587.5967,0.021665,0.038008,0.052536,0.06581,0.078151,0.089765,0.089765,0.10079,0.11132,0.12144,0.1312,0.14064,0.14064,0.15827,0.16684,0.1752,0.1752,0.19102,0.19102,0.20603,0.20603,0.22034,0.22034,0.23401,0.23401
500,1,100,3.33e-05,2,187904.8191,0.018794,0.030989,0.041191,0.050091,0.064907,0.071744,0.078136,0.078136,0.089901,0.095507,0.10088,0.10606,0.11105,0.12079,0.12551,0.13012,0.13921,0.13921,0.14818,0.14818,0.15679,0.15679,0.16507,0.16507,0.1731
1500,1,100,3.33e-05,1,78852.9151,0.028144,0.044825,0.058904,0.071373,0.082729,0.093261,0.093261,0.11194,0.11194,0.12874,0.12874,0.14402,0.14402,0.15808,0.15808,0.17116,0.17116,0.17116,0.18347,0.18347,0.19513,0.19513,0.20624,0.21167,0.21436
500,1,100,3.33e-05,3,2040109.4655,0.03477,0.052031,0.068692,0.075634,0.087784,0.093218,0.10315,0.10774,0.11634,0.12039,0.12808,0.13175,0.13879,0.14218,0.14882,0.15207,0.15842,0.16151,0.16758,0.17055,0.17348,0.17939,0.18532,0.1912,0.19409
1500,1,100,3.33e-05,2,1442840.5759,0.042242,0.060198,0.073097,0.083973,0.093519,0.10212,0.11734,0.12423,0.12423,0.13711,0.14327,0.1492,0.15492,0.16045,0.17138,0.17138,0.17669,0.18186,0.19205,0.197,0.20183,0.20183,0.21128,0.21588,0.21981
500,1,100,3.33e-05,4,9019431.3215,0.030537,0.044057,0.05655,0.065833,0.07004,0.080729,0.080729,0.086913,0.092644,0.097899,0.10038,0.10509,0.10951,0.11163,0.1158,0.11983,0.1237,0.12559,0.12927,0.13106,0.13467,0.13836,0.1421,0.14578,0.14757
1500,1,100,3.33e-05,3,6657199.3087,0.030733,0.04073,0.053349,0.058645,0.063257,0.067366,0.074505,0.074505,0.080539,0.08337,0.086044,0.090985,0.095661,0.095661,0.10007,0.10007,0.10425,0.10833,0.10833,0.11231,0.11613,0.11613,0.11979,0.11979,0.12327
1500,1,100,3.33e-05,4,36000000.0,0.03135,0.039562,0.039562,0.049358,0.049358,0.056426,0.056426,0.056426,0.062022,0.062022,0.062022,0.070276,0.070276,0.070276,0.070276,0.070276,0.070276,0.079244,0.079244,0.079244,0.079244,0.079244,0.079244,0.083476,0.083476
500,1,100,3.33e-05,5,36000000.0,0.027515,0.038594,0.048523,0.055681,0.061625,0.066742,0.066742,0.071257,0.075314,0.079009,0.08241,0.08241,0.088421,0.088421,0.093911,0.093911,0.096514,0.099,0.099,0.10138,0.10367,0.10588,0.10802,0.10802,0.11103
1500,1,100,3.33e-05,5,36000000.0,0.016065,0.020519,0.020519,0.025696,0.025696,0.025696,0.025696,0.031684,0.031684,0.031684,0.031684,0.031684,0.031684,0.037246,0.037246,0.037246,0.037246,0.037246,0.037246,0.041354,0.041354,0.041354,0.041354,0.041354,0.042223
1500,1,200,3.33e-05,1,83886.0799,0.020167,0.03443,0.046876,0.058109,0.077518,0.077518,0.094717,0.094717,0.10289,0.11069,0.125,0.125,0.13824,0.13824,0.15061,0.15061,0.16227,0.16227,0.17335,0.17335,0.18393,0.18393,0.19409,0.19409,0.19907
500,1,200,3.33e-05,1,31876.7103,0.012731,0.023713,0.023713,0.043146,0.043146,0.052328,0.052328,0.061071,0.069439,0.077485,0.077485,0.085248,0.092766,0.10007,0.10007,0.11381,0.11381,0.11381,0.12681,0.12681,0.12681,0.13921,0.13921,0.15111,0.15111
500,1,200,3.33e-05,2,456340.2751,0.012025,0.030416,0.038464,0.045963,0.053015,0.065832,0.077722,0.077722,0.089033,0.099881,0.10511,0.11024,0.1202,0.12506,0.12985,0.13923,0.14383,0.14839,0.15735,0.16177,0.16615,0.17498,0.18388,0.18388,0.19281
1500,1,200,3.33e-05,2,1503238.5535,0.02687,0.042041,0.053386,0.063078,0.071644,0.086086,0.086086,0.09896,0.10504,0.11082,0.12192,0.12192,0.13243,0.13744,0.1423,0.1423,0.1519,0.15657,0.16111,0.17,0.17,0.17862,0.17862,0.18696,0.191
1500,1,200,3.33e-05,3,18414672.2815,0.033066,0.047172,0.053192,0.063298,0.071725,0.0755,0.085837,0.08907,0.092163,0.097984,0.1037,0.10909,0.11425,0.11921,0.11921,0.12395,0.12846,0.13275,0.13684,0.14075,0.14075,0.14868,0.14868,0.15242,0.15579
500,1,200,3.33e-05,3,4724464.0255,0.020497,0.035136,0.041458,0.057672,0.062567,0.071675,0.075945,0.084026,0.091596,0.098747,0.10219,0.10884,0.11523,0.12138,0.12439,0.13026,0.13597,0.14155,0.14429,0.1525,0.15523,0.15794,0.16378,0.16952,0.17511
1500,1,200,3.33e-05,4,36000000.0,0.01358,0.019906,0.019906,0.028033,0.028033,0.034091,0.034091,0.034091,0.038971,0.038971,0.038971,0.046276,0.046276,0.046276,0.046276,0.046276,0.046276,0.054278,0.054278,0.054278,0.054278,0.054278,0.054278,0.058067,0.058067
500,1,200,3.33e-05,4,30923764.5311,0.011578,0.026687,0.032811,0.043336,0.047971,0.056342,0.060168,0.067262,0.070575,0.073755,0.079771,0.085434,0.088185,0.090868,0.09606,0.098582,0.10106,0.10593,0.10833,0.11312,0.11554,0.12054,0.12318,0.12859,0.13124
1500,1,200,3.33e-05,5,36000000.0,0.0034248,0.0054599,0.0054599,0.0084678,0.0084678,0.0084678,0.0084678,0.012599,0.012599,0.012599,0.012599,0.012599,0.012599,0.016836,0.016836,0.016836,0.016836,0.016836,0.016836,0.020128,0.020128,0.020128,0.020128,0.020128,0.020831
1500,1,300,3.33e-05,1,114085.0687,0.015406,0.038295,0.048275,0.065966,0.065966,0.082075,0.097269,0.097269,0.11128,0.12452,0.12452,0.13709,0.14928,0.16086,0.16086,0.17204,0.18285,0.18285,0.19335,0.20356,0.20356,0.20356,0.22261,0.22261,0.23186
500,1,200,3.33e-05,5,36000000.0,0.0038813,0.0067285,0.0067285,0.011556,0.011556,0.011556,0.011556,0.019219,0.019219,0.019219,0.022666,0.022666,0.022666,0.025824,0.025824,0.025824,0.031339,0.031339,0.031339,0.031339,0.034492,0.034492,0.034492,0.037432,0.037432
1500,1,300,3.33e-05,2,1556925.6447,0.017195,0.028544,0.038083,0.046425,0.060268,0.060268,0.072333,0.083229,0.083229,0.093333,0.093333,0.10291,0.1122,0.1122,0.11671,0.12109,0.12975,0.12975,0.13833,0.14249,0.14653,0.15446,0.15446,0.16219,0.16593
500,1,300,3.33e-05,1,67108.8639,0.016944,0.031968,0.031968,0.04624,0.059908,0.073075,0.079544,0.085912,0.09829,0.11043,0.12221,0.13373,0.13373,0.14501,0.15608,0.16695,0.17764,0.17764,0.18816,0.19853,0.20876,0.21885,0.21885,0.22882,0.23867
1000,1,100,3.33e-05,1,66270.0031,0.031817,0.04287,0.052768,0.069775,0.084988,0.09893,0.1119,0.1119,0.1241,0.13566,0.14669,0.14669,0.15727,0.16745,0.1773,0.1773,0.19555,0.19555,0.21256,0.21256,0.21256,0.22851,0.22851,0.23626,0.24198
1500,1,300,3.33e-05,3,13529146.9823,0.011745,0.019143,0.030001,0.034771,0.039062,0.046596,0.049967,0.05313,0.056115,0.061646,0.064226,0.069111,0.069111,0.07374,0.07374,0.078214,0.080388,0.082506,0.086838,0.088946,0.091001,0.095054,0.095054,0.098992,0.10183
500,1,300,3.33e-05,2,590558.0031,0.011219,0.020769,0.020769,0.037875,0.037875,0.045995,0.053784,0.0613,0.068595,0.075711,0.082693,0.089599,0.089599,0.10002,0.10344,0.11021,0.11685,0.12352,0.13015,0.13666,0.13666,0.14302,0.14923,0.15532,0.16131
1000,1,100,3.33e-05,2,771751.9359,0.036096,0.053702,0.06655,0.087042,0.095709,0.10368,0.1111,0.11807,0.12468,0.13098,0.14296,0.14874,0.15434,0.15978,0.16507,0.1755,0.1755,0.18586,0.19091,0.19585,0.20559,0.20559,0.21513,0.21977,0.22319
1500,1,300,3.33e-05,4,36000000.0,0.0050331,0.0084076,0.0084076,0.013591,0.013591,0.013591,0.013591,0.021007,0.021007,0.021007,0.021007,0.021007,0.021007,0.028885,0.028885,0.028885,0.028885,0.028885,0.028885,0.03516,0.03516,0.03516,0.03516,0.03516,0.036505
500,1,300,3.33e-05,3,3865470.5663,0.004304,0.007807,0.014261,0.014261,0.026451,0.026451,0.032339,0.03818,0.03818,0.044247,0.050142,0.053021,0.058649,0.0614,0.066773,0.072335,0.072335,0.078195,0.081021,0.083772,0.089364,0.095105,0.097873,0.10323,0.10581
1500,1,300,3.33e-05,5,36000000.0,0.0010326,0.0014773,0.0014773,0.0023011,0.0023011,0.0023011,0.0023011,0.0037661,0.0037661,0.0037661,0.0037661,0.0037661,0.0037661,0.0056207,0.0056207,0.0056207,0.0056207,0.0056207,0.0056207,0.007268,0.007268,0.007268,0.007268,0.007268,0.0076296
1500,1,400,3.33e-05,1,127506.8415,0.022599,0.032042,0.04088,0.056873,0.071653,0.085512,0.085512,0.098638,0.11115,0.12315,0.12315,0.13469,0.14584,0.15664,0.15664,0.16713,0.16713,0.18657,0.19137,0.19612,0.2054,0.2054,0.2229,0.2229,0.2314
1000,1,100,3.33e-05,3,7355131.4943,0.048145,0.059672,0.076531,0.076531,0.08883,0.09951,0.10861,0.10861,0.11696,0.12454,0.12817,0.13167,0.13505,0.14148,0.14456,0.15059,0.15353,0.15641,0.16199,0.16199,0.16753,0.1732,0.17885,0.17885,0.18361
500,1,300,3.33e-05,4,36000000.0,0.0056163,0.010124,0.010124,0.018054,0.018054,0.018054,0.018054,0.032099,0.032099,0.032099,0.038663,0.038663,0.038663,0.044974,0.048021,0.048021,0.050981,0.053861,0.05667,0.059413,0.062097,0.062097,0.064728,0.067311,0.069736
1500,1,400,3.33e-05,2,2469606.1951,0.020066,0.033932,0.04577,0.056255,0.065781,0.074592,0.074592,0.082855,0.090687,0.098168,0.10536,0.11232,0.11908,0.12566,0.1321,0.13841,0.1446,0.15067,0.15067,0.15662,0.16247,0.1682,0.17382,0.18503,0.18503
500,1,300,3.33e-05,5,36000000.0,0.001042,0.0015111,0.0015111,0.0024194,0.0024194,0.0024194,0.0024194,0.0041552,0.0041552,0.0041552,0.0041552,0.0041552,0.0041552,0.0065382,0.0065382,0.0065382,0.0065382,0.0065382,0.0065382,0.0087958,0.0087958,0.0087958,0.0087958,0.0087958,0.0092977
1000,1,100,3.33e-05,4,36000000.0,0.04155,0.048652,0.062673,0.062673,0.069393,0.075059,0.075059,0.084018,0.084018,0.091513,0.091513,0.098021,0.098021,0.098021,0.10382,0.10382,0.10908,0.10908,0.10908,0.11392,0.11392,0.11844,0.11844,0.12259,0.12259
500,1,400,3.33e-05,1,70464.3071,0.013143,0.025087,0.036638,0.036638,0.047858,0.069292,0.069292,0.079771,0.09005,0.09005,0.10015,0.11008,0.11985,0.12948,0.13897,0.13897,0.14834,0.15758,0.15758,0.1753,0.1753,0.19226,0.19226,0.2086,0.2086
1500,1,400,3.33e-05,3,36000000.0,0.018532,0.024964,0.039914,0.039914,0.047919,0.055002,0.061397,0.067255,0.067255,0.077528,0.077528,0.086809,0.086809,0.09122,0.095438,0.095438,0.099489,0.10339,0.10716,0.11081,0.11435,0.11435,0.1178,0.12108,0.12429
1000,1,100,3.33e-05,5,36000000.0,0.020659,0.026953,0.026953,0.034371,0.034371,0.039655,0.039655,0.039655,0.043792,0.043792,0.043792,0.049787,0.049787,0.049787,0.049787,0.049787,0.049787,0.056169,0.056169,0.056169,0.056169,0.056169,0.056169,0.059153,0.059153
500,1,400,3.33e-05,2,1020054.7327,0.012708,0.023823,0.023823,0.034336,0.044363,0.053994,0.053994,0.063311,0.072402,0.076879,0.08567,0.089993,0.098513,0.10272,0.11103,0.11515,0.12332,0.12738,0.13546,0.13948,0.1475,0.15582,0.15996,0.16408,0.17225
1000,1,200,3.33e-05,1,63753.4207,0.021665,0.038008,0.038008,0.052537,0.06581,0.078152,0.078152,0.089765,0.10079,0.11132,0.11132,0.13045,0.13045,0.13964,0.13964,0.15641,0.15641,0.15641,0.17187,0.17187,0.17187,0.1863,0.1863,0.1998,0.1998
1500,1,400,3.33e-05,4,36000000.0,0.0021867,0.0036592,0.0036592,0.0062812,0.0062812,0.0062812,0.0062812,0.010663,0.010663,0.010663,0.010663,0.010663,0.010663,0.015893,0.015893,0.015893,0.015893,0.015893,0.015893,0.020359,0.020359,0.020359,0.020359,0.020359,0.02133
1500,1,400,3.33e-05,5,36000000.0,0.00066117,0.00078404,0.00078404,0.0010123,0.0010123,0.0010123,0.0010123,0.0014444,0.0014444,0.0014444,0.0014444,0.0014444,0.0014444,0.0020448,0.0020448,0.0020448,0.0020448,0.0020448,0.0020448,0.0026228,0.0026228,0.0026228,0.0026228,0.0026228,0.002752
1000,1,200,3.33e-05,2,751619.2767,0.018794,0.030989,0.041191,0.050091,0.064907,0.071744,0.078136,0.078136,0.089901,0.095507,0.10088,0.10606,0.11105,0.12079,0.12551,0.13012,0.13921,0.13921,0.14818,0.14818,0.15679,0.15679,0.16507,0.16507,0.1731
1500,1,500,3.33e-05,1,130862.2847,0.019104,0.03488,0.03488,0.04937,0.062903,0.075687,0.075687,0.08786,0.09952,0.11074,0.12157,0.12157,0.13205,0.14224,0.15216,0.15216,0.17068,0.17068,0.17068,0.18794,0.18794,0.19637,0.2046,0.21264,0.21659
500,1,400,3.33e-05,3,12884901.8879,0.0068362,0.012658,0.023487,0.023487,0.033332,0.038072,0.042664,0.05146,0.05146,0.059805,0.063882,0.067883,0.075688,0.079509,0.083288,0.087038,0.090777,0.096436,0.10206,0.10581,0.10955,0.11518,0.12102,0.12523,0.12957
1500,1,500,3.33e-05,2,3435973.8367,0.014516,0.035355,0.044203,0.052341,0.05992,0.073574,0.080071,0.086298,0.098087,0.098087,0.10931,0.11478,0.12537,0.13052,0.13559,0.14058,0.15035,0.15514,0.15987,0.16918,0.16918,0.17853,0.18793,0.19255,0.1971
1000,1,200,3.33e-05,3,16320875.7247,0.03477,0.052031,0.068692,0.075634,0.087784,0.093218,0.10315,0.10774,0.11634,0.12039,0.12808,0.13175,0.13879,0.14218,0.14882,0.15207,0.15842,0.16151,0.16758,0.17055,0.17348,0.17939,0.18532,0.1912,0.19409
500,1,400,3.33e-05,4,36000000.0,0.0022478,0.0038761,0.0038761,0.0069991,0.0069991,0.0069991,0.0069991,0.012812,0.012812,0.012812,0.012812,0.012812,0.012812,0.020559,0.020559,0.020559,0.020559,0.020559,0.024262,0.024262,0.024262,0.027826,0.027826,0.027826,0.029405
500,1,400,3.33e-05,5,36000000.0,0.00066175,0.00078593,0.00078593,0.0010189,0.0010189,0.0010189,0.0010189,0.0014682,0.0014682,0.0014682,0.0014682,0.0014682,0.0014682,0.0021084,0.0021084,0.0021084,0.0021084,0.0021084,0.0021084,0.0027392,0.0027392,0.0027392,0.0027392,0.0027392,0.002881
500,1,500,3.33e-05,1,70464.3071,0.010742,0.020587,0.03021,0.03021,0.039639,0.057875,0.057875,0.066839,0.075673,0.075673,0.092743,0.092743,0.10113,0.10939,0.11752,0.11752,0.12553,0.14089,0.14089,0.14845,0.15591,0.15591,0.16328,0.17054,0.17771
1500,1,500,3.33e-05,3,36000000.0,0.011611,0.019992,0.027231,0.027231,0.033654,0.044443,0.044443,0.044443,0.053856,0.053856,0.062321,0.062321,0.066338,0.070176,0.073857,0.073857,0.077396,0.084115,0.084115,0.08737,0.090535,0.090535,0.09362,0.096631,0.099444
1000,1,200,3.33e-05,4,36000000.0,0.015841,0.024104,0.030537,0.030537,0.035857,0.044057,0.044057,0.044057,0.050789,0.050789,0.05655,0.05655,0.05655,0.05655,0.065833,0.065833,0.065833,0.065833,0.071757,0.071757,0.071757,0.077074,0.077074,0.077074,0.079058
500,1,500,3.33e-05,2,1369020.8255,0.008542,0.016149,0.023509,0.030652,0.037604,0.044388,0.05102,0.057517,0.070127,0.070127,0.076326,0.082442,0.088485,0.094466,0.10039,0.10628,0.11213,0.11797,0.12381,0.12967,0.13873,0.14479,0.14783,0.15413,0.16361
1500,1,500,3.33e-05,4,36000000.0,0.0012513,0.0019178,0.0019178,0.003184,0.003184,0.003184,0.003184,0.0055123,0.0055123,0.0055123,0.0055123,0.0055123,0.0055123,0.0085651,0.0085651,0.0085651,0.0085651,0.0085651,0.0085651,0.011351,0.011351,0.011351,0.011351,0.011351,0.011966
1000,1,200,3.33e-05,5,36000000.0,0.0036264,0.0059851,0.0059851,0.009655,0.009655,0.009655,0.009655,0.014944,0.014944,0.014944,0.014944,0.014944,0.014944,0.020559,0.020559,0.020559,0.020559,0.020559,0.020559,0.025011,0.025011,0.025011,0.025011,0.025011,0.025965
